,Created,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
1258,2018-10-04 14:48:00,10.0,2,10,1,0,0
1259,2018-10-04 14:25:00,5.0,14,10,1,0,2
1260,2018-10-04 14:25:00,9.0,14,5,10,2,2
1261,2018-10-04 14:05:00,9.0,14,6,1,0,9
1262,2018-10-04 12:35:00,9.0,14,10,1,2,0
1263,2018-10-04 12:14:00,18.0,2,10,3,0,6
1264,2018-10-04 12:02:00,27.0,2,6,2,0,5
1265,2018-10-04 11:35:00,9.0,14,1,1,2,9
1266,2018-10-04 10:45:00,19.0,14,8,2,2,2
1267,2018-10-04 10:13:00,18.0,2,10,1,0,3
1268,2018-10-04 10:09:00,27.0,2,6,2,0,3
1269,2018-10-04 10:08:00,15.0,2,5,10,4,1
1270,2018-10-04 10:04:00,15.0,2,9,10,4,7
1271,2018-10-04 10:03:00,15.0,2,3,10,4,3
1272,2018-10-04 10:03:00,15.0,2,6,10,4,4
1273,2018-10-04 09:56:00,5.0,2,10,1,0,7
1274,2018-10-04 09:50:00,18.0,14,6,3,2,9
1275,2018-10-04 09:42:00,18.0,2,10,2,4,9
1276,2018-10-04 09:41:00,15.0,2,10,10,4,3
1277,2018-10-04 09:41:00,15.0,2,1,10,4,9
1278,2018-10-04 09:40:00,15.0,2,5,10,4,3
1279,2018-10-04 07:45:00,18.0,24,3,10,2,3
1280,2018-10-03 22:40:00,18.0,14,5,1,0,9
1281,2018-10-03 21:35:00,9.0,24,4,9,2,2
1282,2018-10-03 18:29:00,18.0,2,10,1,0,2
1283,2018-10-03 18:10:00,18.0,2,6,2,0,9
1284,2018-10-03 18:08:00,15.0,2,4,10,4,3
1285,2018-10-03 17:37:00,9.0,4,4,1,0,2
1286,2018-10-03 16:22:00,9.0,2,10,3,0,2
1287,2018-10-03 16:20:00,19.0,14,10,10,4,7
1288,2018-10-03 15:40:00,1.0,14,6,9,4,7
1289,2018-10-03 15:37:00,18.0,24,1,1,4,9
1290,2018-10-03 15:27:00,18.0,2,10,1,0,2
1291,2018-10-03 14:50:00,25.0,10,8,1,4,7
1292,2018-10-03 14:50:00,18.0,14,5,1,0,1
1293,2018-10-03 14:35:00,18.0,2,10,1,4,2
1294,2018-10-03 14:30:00,9.0,12,1,2,4,4
1295,2018-10-03 14:07:00,18.0,2,1,2,4,9
1296,2018-10-03 14:05:00,19.0,24,5,10,2,4
1297,2018-10-03 13:59:00,9.0,2,6,1,0,4
1298,2018-10-03 13:55:00,5.0,14,4,9,4,1
1299,2018-10-03 13:10:00,18.0,12,8,3,2,7
1300,2018-10-03 12:39:00,15.0,2,3,10,4,3
1301,2018-10-03 12:38:00,15.0,2,5,10,4,3
1302,2018-10-03 12:37:00,15.0,2,1,10,4,4
1303,2018-10-03 12:37:00,9.0,2,6,3,0,1
1304,2018-10-03 12:36:00,15.0,2,4,10,4,3
1305,2018-10-03 12:34:00,9.0,7,4,1,0,0
1306,2018-10-03 12:33:00,15.0,2,8,10,4,3
1307,2018-10-03 12:29:00,9.0,7,4,1,0,0
1308,2018-10-03 12:24:00,22.0,2,3,10,4,3
1309,2018-10-03 12:15:00,19.0,14,8,1,0,3
1310,2018-10-03 12:04:00,15.0,2,1,10,4,3
1311,2018-10-03 12:03:00,15.0,2,4,10,4,1
1312,2018-10-03 12:03:00,18.0,2,6,3,2,1
1313,2018-10-03 12:01:00,18.0,2,5,1,0,9
1314,2018-10-03 12:00:00,25.0,14,10,10,4,9
1315,2018-10-03 11:40:00,18.0,10,4,16,4,3
1316,2018-10-03 11:36:00,15.0,2,6,10,4,3
1317,2018-10-03 11:36:00,9.0,2,1,6,4,4
1318,2018-10-03 11:01:00,18.0,2,3,1,0,6
1319,2018-10-03 10:35:00,1.0,14,4,1,0,2
1320,2018-10-03 10:13:00,19.0,2,1,1,4,9
1321,2018-10-03 09:10:00,18.0,12,5,10,4,2
1322,2018-10-02 23:17:00,27.0,24,5,10,4,4
1323,2018-10-02 23:16:00,5.0,24,4,9,4,4
1324,2018-10-02 21:28:00,18.0,24,8,2,0,0
1325,2018-10-02 20:41:00,18.0,24,6,14,0,9
1326,2018-10-02 18:45:00,27.0,24,1,6,4,0
1327,2018-10-02 15:25:00,18.0,10,5,2,0,7
1328,2018-10-02 15:05:00,5.0,24,3,1,4,3
1329,2018-10-02 14:55:00,18.0,14,10,1,0,2
1330,2018-10-02 13:55:00,27.0,14,8,6,4,7
1331,2018-10-02 12:50:00,18.0,10,4,14,4,6
1332,2018-10-02 12:50:00,18.0,14,1,1,0,4
1333,2018-10-02 12:35:00,18.0,14,5,9,4,2
1334,2018-10-02 12:30:00,18.0,10,4,1,4,4
1335,2018-10-02 11:25:00,18.0,12,1,10,2,9
1336,2018-10-02 10:55:00,27.0,10,8,6,4,4
1337,2018-10-02 10:30:00,1.0,14,4,2,4,7
1338,2018-10-02 10:30:00,19.0,13,8,9,2,6
1339,2018-10-02 09:10:00,12.0,14,10,7,4,9
1340,2018-10-02 00:12:00,18.0,24,10,6,4,4
1341,2018-10-01 23:33:00,9.0,24,1,1,4,9
1342,2018-10-01 22:55:00,18.0,14,10,2,0,2
1343,2018-10-01 19:27:00,5.0,24,8,1,0,6
1344,2018-10-01 19:20:00,18.0,14,5,6,0,2
1345,2018-10-01 18:35:00,8.0,24,6,10,0,4
1346,2018-10-01 16:55:00,18.0,14,10,2,0,7
1347,2018-10-01 16:35:00,9.0,14,5,10,2,4
1348,2018-10-01 16:20:00,20.0,14,4,10,2,2
1349,2018-10-01 16:10:00,18.0,2,3,1,0,0
1350,2018-10-01 16:05:00,27.0,10,8,6,2,7
1351,2018-10-01 15:44:00,18.0,2,1,1,4,9
1352,2018-10-01 13:36:00,19.0,2,4,1,2,9
1353,2018-10-01 13:30:00,5.0,14,3,10,2,3
1354,2018-10-01 13:21:00,19.0,24,6,10,2,3
1355,2018-10-01 13:20:00,18.0,14,4,10,2,9
1356,2018-10-01 13:10:00,19.0,14,5,13,2,2
1357,2018-10-01 13:09:00,18.0,2,5,1,0,3
1358,2018-10-01 12:35:00,18.0,12,8,3,2,3
1359,2018-10-01 12:13:00,18.0,2,4,1,3,3
1360,2018-10-01 11:52:00,15.0,2,8,10,4,3
1361,2018-10-01 11:52:00,15.0,2,4,10,4,4
1362,2018-10-01 11:51:00,9.0,2,8,6,4,3
1363,2018-10-01 11:48:00,15.0,2,1,10,4,9
1364,2018-10-01 11:43:00,15.0,2,6,10,4,3
1365,2018-10-01 11:42:00,15.0,2,8,10,4,3
1366,2018-10-01 11:40:00,27.0,12,10,10,2,2
1367,2018-10-01 11:30:00,18.0,2,1,6,0,1
1368,2018-10-01 11:16:00,27.0,2,1,2,4,4
1369,2018-10-01 11:16:00,9.0,2,4,2,4,1
1370,2018-10-01 11:15:00,15.0,2,5,10,4,3
1371,2018-10-01 11:14:00,9.0,2,1,3,4,4
1372,2018-10-01 10:54:00,18.0,2,1,2,4,9
1373,2018-10-01 10:52:00,15.0,2,6,10,4,3
1374,2018-10-01 10:51:00,15.0,2,8,10,4,3
1375,2018-10-01 10:23:00,27.0,2,10,6,0,4
1376,2018-10-01 10:06:00,9.0,2,4,1,4,9
1377,2018-10-01 10:05:00,18.0,10,4,1,2,3
1378,2018-10-01 09:49:00,18.0,14,1,1,0,4
1379,2018-10-01 09:47:00,19.0,2,5,10,4,2
1380,2018-10-01 09:40:00,18.0,10,6,10,2,6
1381,2018-10-01 07:44:00,19.0,24,4,3,2,1
1382,2018-10-01 04:39:00,15.0,24,5,10,2,1
1383,2018-09-30 16:59:00,20.0,7,4,10,2,0
1384,2018-09-30 16:20:00,18.0,2,5,1,0,0
1385,2018-09-30 16:15:00,18.0,13,8,10,2,2
1386,2018-09-30 16:10:00,19.0,24,8,9,2,9
1387,2018-09-30 14:00:00,18.0,14,5,11,4,4
1388,2018-09-30 12:46:00,9.0,24,10,10,2,4
1389,2018-09-30 11:51:00,18.0,2,1,16,4,9
1390,2018-09-30 11:05:00,18.0,12,10,10,2,4
1391,2018-09-30 09:57:00,19.0,24,8,2,2,2
1392,2018-09-30 09:42:00,15.0,24,1,10,2,6
1393,2018-09-30 09:28:00,18.0,24,5,1,4,9
1394,2018-09-30 07:27:00,18.0,24,6,10,2,3
1395,2018-09-29 20:42:00,15.0,24,3,9,2,3
1396,2018-09-29 20:24:00,19.0,24,1,3,2,4
1397,2018-09-29 19:00:00,18.0,2,5,1,0,2
1398,2018-09-29 17:59:00,18.0,2,3,1,0,0
1399,2018-09-29 17:55:00,19.0,14,6,10,2,7
1400,2018-09-29 17:53:00,18.0,2,10,1,0,0
1401,2018-09-29 17:10:00,5.0,14,1,10,2,4
1402,2018-09-29 16:54:00,18.0,2,8,2,4,2
1403,2018-09-29 16:52:00,10.0,7,4,1,0,0
1404,2018-09-29 16:33:00,9.0,2,10,2,0,4
1405,2018-09-29 15:53:00,20.0,2,1,1,4,0
1406,2018-09-29 15:42:00,20.0,2,5,6,2,7
1407,2018-09-29 15:28:00,19.0,2,5,3,2,2
1408,2018-09-29 15:15:00,18.0,14,10,10,2,7
1409,2018-09-29 15:10:00,9.0,14,8,10,2,3
1410,2018-09-29 15:00:00,10.0,14,1,1,2,9
1411,2018-09-29 13:55:00,9.0,14,6,1,0,7
1412,2018-09-29 13:45:00,9.0,12,5,2,2,6
1413,2018-09-29 13:20:00,20.0,14,8,10,2,2
1414,2018-09-29 13:20:00,18.0,14,10,10,2,7
1415,2018-09-29 13:05:00,9.0,14,3,11,2,1
1416,2018-09-29 12:52:00,15.0,24,4,10,2,3
1417,2018-09-29 12:11:00,19.0,2,3,10,2,0
1418,2018-09-29 11:34:00,18.0,2,3,1,0,6
1419,2018-09-29 11:24:00,27.0,24,6,10,2,1
1420,2018-09-29 11:15:00,9.0,12,8,6,2,7
1421,2018-09-29 10:57:00,5.0,24,5,1,2,9
1422,2018-09-29 10:26:00,19.0,2,4,1,2,6
1423,2018-09-29 09:53:00,15.0,2,8,10,4,7
1424,2018-09-29 09:53:00,15.0,2,10,10,4,3
1425,2018-09-29 09:34:00,18.0,24,10,10,2,3
1426,2018-09-29 08:51:00,18.0,24,1,10,2,4
1427,2018-09-29 06:31:00,27.0,24,6,1,0,6
1428,2018-09-29 02:17:00,20.0,24,3,1,2,0
1429,2018-09-29 01:09:00,19.0,24,1,10,2,0
1430,2018-09-28 23:58:00,18.0,24,5,1,0,2
1431,2018-09-28 23:20:00,5.0,14,1,2,2,4
1432,2018-09-28 22:35:00,27.0,14,10,1,2,2
1433,2018-09-28 19:30:00,18.0,24,4,2,2,0
1434,2018-09-28 19:10:00,9.0,10,4,3,2,6
1435,2018-09-28 18:50:00,18.0,2,5,1,0,9
1436,2018-09-28 18:31:00,15.0,24,1,10,2,7
1437,2018-09-28 17:57:00,18.0,24,10,1,0,2
1438,2018-09-28 17:32:00,19.0,4,5,1,0,9
1439,2018-09-28 17:05:00,27.0,14,4,1,0,0
1440,2018-09-28 16:40:00,19.0,14,8,7,2,3
1441,2018-09-28 16:35:00,19.0,12,6,1,0,7
1442,2018-09-28 16:35:00,9.0,14,10,10,2,7
1443,2018-09-28 16:05:00,25.0,12,1,1,0,7
1444,2018-09-28 15:58:00,20.0,2,4,1,0,9
1445,2018-09-28 15:43:00,18.0,2,5,10,4,9
1446,2018-09-28 15:15:00,20.0,14,6,9,2,1
1447,2018-09-28 15:05:00,9.0,14,1,1,2,6
1448,2018-09-28 15:04:00,9.0,2,10,1,0,2
1449,2018-09-28 14:45:00,19.0,14,8,10,0,6
1450,2018-09-28 14:44:00,18.0,24,8,10,2,7
1451,2018-09-28 13:38:00,9.0,4,10,1,0,3
1452,2018-09-28 13:23:00,18.0,2,10,9,2,9
1453,2018-09-28 13:20:00,19.0,14,10,1,0,0
1454,2018-09-28 12:28:00,18.0,2,10,1,0,2
1455,2018-09-28 12:25:00,27.0,14,5,1,0,7
1456,2018-09-28 12:24:00,19.0,4,1,13,4,9
1457,2018-09-28 12:20:00,18.0,2,6,1,0,0
1458,2018-09-28 12:19:00,26.0,2,5,2,4,2
1459,2018-09-28 12:18:00,15.0,24,10,10,2,7
1460,2018-09-28 12:06:00,15.0,2,8,10,4,7
1461,2018-09-28 12:06:00,5.0,24,8,11,2,7
1462,2018-09-28 12:05:00,19.0,13,1,9,2,4
1463,2018-09-28 11:39:00,15.0,2,5,10,4,3
1464,2018-09-28 11:38:00,19.0,2,4,3,4,1
1465,2018-09-28 11:37:00,15.0,2,6,1,4,3
1466,2018-09-28 11:35:00,9.0,14,4,1,0,0
1467,2018-09-28 11:20:00,18.0,24,5,10,2,2
1468,2018-09-28 10:20:00,9.0,2,8,10,2,9
1469,2018-09-28 10:20:00,9.0,14,1,10,2,9
1470,2018-09-28 10:07:00,18.0,2,4,1,0,7
1471,2018-09-28 08:31:00,3.0,24,10,10,2,6
1472,2018-09-28 05:48:00,5.0,24,6,9,2,9
1473,2018-09-27 22:50:00,10.0,14,4,10,2,7
1474,2018-09-27 15:34:00,10.0,2,10,1,0,2
1475,2018-09-27 15:28:00,9.0,2,4,1,0,3
1476,2018-09-27 15:17:00,27.0,24,3,1,0,3
1477,2018-09-27 14:35:00,27.0,14,6,6,2,9
1478,2018-09-27 14:24:00,15.0,24,4,10,2,3
1479,2018-09-27 13:28:00,9.0,24,5,6,2,5
1480,2018-09-27 12:40:00,18.0,2,3,6,0,0
1481,2018-09-27 12:35:00,19.0,14,5,1,0,0
1482,2018-09-27 12:32:00,19.0,2,3,1,0,6
1483,2018-09-27 12:10:00,26.0,14,10,1,0,2
1484,2018-09-27 11:58:00,19.0,24,1,11,2,6
1485,2018-09-27 11:05:00,15.0,2,4,10,4,3
1486,2018-09-27 11:05:00,15.0,24,6,10,2,7
1487,2018-09-27 11:04:00,15.0,2,3,10,4,3
1488,2018-09-27 11:04:00,1.0,2,6,6,0,1
1489,2018-09-27 11:00:00,27.0,2,8,1,0,9
1491,2018-09-27 11:00:00,5.0,24,4,1,2,7
1492,2018-09-27 11:00:00,9.0,14,4,10,2,1
1493,2018-09-27 10:57:00,15.0,2,4,10,4,1
1494,2018-09-27 10:57:00,15.0,2,5,10,4,3
1495,2018-09-27 10:57:00,15.0,2,4,10,4,4
1496,2018-09-27 10:56:00,9.0,2,5,6,4,0
1497,2018-09-27 10:55:00,18.0,14,8,10,2,2
1498,2018-09-27 10:50:00,18.0,14,10,1,2,2
1499,2018-09-27 10:40:00,18.0,14,1,10,2,7
1500,2018-09-27 10:09:00,1.0,2,8,1,0,2
1501,2018-09-27 06:45:00,19.0,14,6,10,2,0
1502,2018-09-27 06:05:00,18.0,24,10,10,2,4
1503,2018-09-27 01:48:00,15.0,24,8,10,2,4
1504,2018-09-27 01:47:00,27.0,24,1,10,2,9
1505,2018-09-26 21:12:00,19.0,24,5,3,2,2
1506,2018-09-26 20:09:00,15.0,24,4,10,2,3
1507,2018-09-26 19:55:00,18.0,14,5,10,2,9
1508,2018-09-26 19:20:00,27.0,24,1,11,2,6
1509,2018-09-26 18:25:00,18.0,14,8,10,2,2
1510,2018-09-26 17:40:00,15.0,14,3,10,2,3
1511,2018-09-26 17:20:00,9.0,14,1,10,2,9
1512,2018-09-26 16:45:00,19.0,12,5,1,2,2
1513,2018-09-26 16:15:00,27.0,12,6,9,2,6
1514,2018-09-26 16:05:00,27.0,14,8,1,0,6
1515,2018-09-26 15:52:00,19.0,2,5,1,0,4
1516,2018-09-26 15:43:00,19.0,2,5,2,2,9
1517,2018-09-26 15:30:00,19.0,14,3,9,2,1
1518,2018-09-26 15:08:00,9.0,2,4,2,2,4
1519,2018-09-26 14:30:00,18.0,12,5,1,2,9
1520,2018-09-26 14:25:00,18.0,14,4,1,0,7
1521,2018-09-26 13:43:00,9.0,24,6,6,2,1
1522,2018-09-26 13:20:00,20.0,2,10,1,0,0
1523,2018-09-26 13:15:00,19.0,14,10,6,2,0
1524,2018-09-26 13:11:00,5.0,24,1,10,2,4
1525,2018-09-26 12:35:00,19.0,14,3,2,2,1
1526,2018-09-26 12:35:00,9.0,14,4,9,2,3
1527,2018-09-26 12:05:00,18.0,14,6,6,2,1
1528,2018-09-26 11:50:00,15.0,2,10,10,4,2
1529,2018-09-26 11:50:00,19.0,24,4,10,2,9
1530,2018-09-26 11:50:00,18.0,2,3,1,4,6
1531,2018-09-26 11:49:00,18.0,2,5,10,4,6
1532,2018-09-26 11:49:00,18.0,2,1,1,4,4
1533,2018-09-26 11:48:00,5.0,2,6,1,4,3
1534,2018-09-26 11:48:00,15.0,2,8,10,4,3
1535,2018-09-26 11:30:00,15.0,2,4,10,4,3
1536,2018-09-26 11:30:00,15.0,2,3,9,4,3
1537,2018-09-26 11:30:00,27.0,2,10,6,2,6
1538,2018-09-26 11:30:00,15.0,2,5,10,4,1
1539,2018-09-26 11:29:00,9.0,2,10,9,0,9
1540,2018-09-26 11:29:00,9.0,2,5,1,4,4
1541,2018-09-26 11:25:00,19.0,14,8,6,2,2
1542,2018-09-26 11:24:00,15.0,2,5,10,4,3
1543,2018-09-26 11:23:00,15.0,2,10,10,4,3
1544,2018-09-26 11:20:00,18.0,14,5,2,0,0
1545,2018-09-26 11:14:00,15.0,2,4,10,4,3
1546,2018-09-26 11:14:00,15.0,2,1,10,4,4
1547,2018-09-26 11:13:00,15.0,2,6,10,4,7
1548,2018-09-26 11:13:00,15.0,2,5,10,4,3
1549,2018-09-26 10:42:00,15.0,24,4,10,2,3
1550,2018-09-26 09:50:00,18.0,14,4,9,2,2
1551,2018-09-26 09:20:00,15.0,24,10,2,2,2
1552,2018-09-26 07:38:00,9.0,24,6,10,2,3
1553,2018-09-26 04:26:00,5.0,24,6,10,2,9
1554,2018-09-26 01:36:00,9.0,24,1,10,2,4
1555,2018-09-26 01:10:00,9.0,14,8,10,2,9
1556,2018-09-25 20:38:00,19.0,24,6,10,2,9
1557,2018-09-25 19:46:00,18.0,24,1,1,2,9
1558,2018-09-25 19:40:00,18.0,14,1,10,2,7
1559,2018-09-25 19:33:00,27.0,24,8,6,2,1
1560,2018-09-25 18:28:00,27.0,2,3,1,0,3
1561,2018-09-25 18:16:00,9.0,24,6,6,2,9
1562,2018-09-25 17:43:00,5.0,24,6,6,2,9
1563,2018-09-25 17:35:00,18.0,14,1,3,2,9
1564,2018-09-25 17:30:00,1.0,14,10,10,2,7
1565,2018-09-25 17:11:00,18.0,24,4,10,2,0
1566,2018-09-25 17:05:00,5.0,14,3,10,2,1
1567,2018-09-25 16:37:00,27.0,2,1,1,4,7
1568,2018-09-25 16:15:00,27.0,14,6,1,0,9
1569,2018-09-25 16:06:00,15.0,2,3,9,0,3
1570,2018-09-25 15:59:00,19.0,24,8,9,2,7
1571,2018-09-25 15:04:00,5.0,2,3,1,0,1
1572,2018-09-25 14:50:00,5.0,10,4,1,2,4
1573,2018-09-25 14:30:00,18.0,2,1,3,2,7
1574,2018-09-25 14:00:00,5.0,14,8,0,2,4
1575,2018-09-25 13:45:00,18.0,14,10,1,2,7
1576,2018-09-25 13:40:00,18.0,14,4,10,2,4
1577,2018-09-25 12:24:00,18.0,2,10,2,0,2
1578,2018-09-25 12:16:00,18.0,2,10,2,0,6
1579,2018-09-25 11:55:00,18.0,10,5,10,2,4
1580,2018-09-25 11:53:00,15.0,2,1,10,4,3
1581,2018-09-25 11:53:00,15.0,2,6,10,4,3
1582,2018-09-25 11:36:00,19.0,2,10,1,0,2
1583,2018-09-25 11:35:00,27.0,14,4,2,2,3
1584,2018-09-25 11:29:00,27.0,2,5,2,4,3
1585,2018-09-25 11:29:00,20.0,2,5,10,2,2
1586,2018-09-25 11:25:00,27.0,2,6,1,0,3
1587,2018-09-25 11:23:00,18.0,2,10,2,4,2
1588,2018-09-25 11:15:00,18.0,14,5,2,0,9
1589,2018-09-25 11:14:00,27.0,2,10,2,0,2
1590,2018-09-25 11:11:00,9.0,24,10,1,0,2
1591,2018-09-25 11:00:00,15.0,10,8,10,2,4
1592,2018-09-25 11:00:00,18.0,14,10,2,0,2
1593,2018-09-25 10:56:00,26.0,24,1,1,2,1
1594,2018-09-25 10:25:00,5.0,24,10,1,0,2
1595,2018-09-25 10:16:00,19.0,2,10,1,0,9
1596,2018-09-25 08:49:00,18.0,24,6,10,2,7
1597,2018-09-24 23:18:00,27.0,24,10,1,0,0
1598,2018-09-24 23:15:00,19.0,24,1,6,2,5
1599,2018-09-24 21:23:00,9.0,24,5,6,2,2
1600,2018-09-24 20:55:00,15.0,14,6,10,2,3
1601,2018-09-24 20:51:00,5.0,24,1,1,0,7
1602,2018-09-24 20:15:00,9.0,2,5,2,2,1
1603,2018-09-24 19:10:00,18.0,14,3,1,2,0
1604,2018-09-24 19:10:00,9.0,12,8,10,2,6
1605,2018-09-24 19:09:00,18.0,24,6,2,0,5
1606,2018-09-24 18:54:00,15.0,24,8,10,2,2
1607,2018-09-24 18:40:00,10.0,14,10,2,2,2
1608,2018-09-24 18:25:00,19.0,14,1,11,2,9
1609,2018-09-24 18:18:00,27.0,2,5,2,2,4
1610,2018-09-24 18:05:00,15.0,14,8,10,2,7
1611,2018-09-24 17:40:00,9.0,2,5,1,0,0
1612,2018-09-24 17:16:00,18.0,2,5,1,0,9
1613,2018-09-24 17:05:00,20.0,14,4,10,2,2
1614,2018-09-24 16:45:00,25.0,14,10,10,2,7
1615,2018-09-24 16:30:00,18.0,10,6,6,2,7
1616,2018-09-24 16:30:00,9.0,14,5,2,2,2
1617,2018-09-24 16:20:00,5.0,14,1,1,0,7
1618,2018-09-24 16:05:00,18.0,10,1,10,2,9
1619,2018-09-24 15:59:00,19.0,2,5,1,0,9
1620,2018-09-24 15:59:00,15.0,24,3,10,2,3
1621,2018-09-24 14:40:00,1.0,2,6,1,0,9
1622,2018-09-24 14:30:00,10.0,14,8,1,0,4
1623,2018-09-24 12:52:00,15.0,24,8,10,2,6
1624,2018-09-24 12:51:00,18.0,2,6,1,0,9
1625,2018-09-24 12:50:00,27.0,2,4,1,0,7
1626,2018-09-24 12:50:00,27.0,14,6,10,2,4
1627,2018-09-24 12:35:00,27.0,2,6,1,0,3
1628,2018-09-24 12:20:00,9.0,2,6,1,0,4
1629,2018-09-24 12:05:00,27.0,10,4,10,2,7
1630,2018-09-24 11:50:00,18.0,14,5,1,0,6
1631,2018-09-24 11:44:00,15.0,2,1,10,4,7
1632,2018-09-24 11:43:00,15.0,2,1,10,4,3
1633,2018-09-24 11:43:00,15.0,2,5,10,4,3
1634,2018-09-24 11:42:00,15.0,2,10,10,4,7
1635,2018-09-24 11:42:00,15.0,2,10,10,4,1
1636,2018-09-24 11:30:00,9.0,14,5,10,2,7
1637,2018-09-24 11:26:00,15.0,2,1,10,4,7
1638,2018-09-24 11:26:00,15.0,2,5,10,4,3
1639,2018-09-24 11:25:00,15.0,2,10,10,4,3
1640,2018-09-24 11:25:00,15.0,2,3,10,4,3
1641,2018-09-24 11:14:00,9.0,2,6,14,2,9
1642,2018-09-24 10:48:00,15.0,2,10,10,4,7
1643,2018-09-24 10:48:00,15.0,2,8,10,4,7
1644,2018-09-24 10:48:00,15.0,2,6,10,4,5
1645,2018-09-24 10:44:00,19.0,2,1,1,4,1
1646,2018-09-24 10:40:00,19.0,14,5,9,2,7
1647,2018-09-24 10:28:00,9.0,24,6,1,0,9
1648,2018-09-24 08:20:00,18.0,24,5,1,2,4
1649,2018-09-24 07:44:00,10.0,24,8,10,2,2
1650,2018-09-24 07:33:00,9.0,24,1,10,2,4
1651,2018-09-24 00:08:00,27.0,24,10,10,2,3
1652,2018-09-23 23:03:00,9.0,24,10,1,0,0
1653,2018-09-23 21:00:00,15.0,10,1,2,2,3
1654,2018-09-23 20:55:00,15.0,24,6,10,2,7
1655,2018-09-23 19:21:00,25.0,24,8,10,2,4
1656,2018-09-23 18:58:00,5.0,24,1,10,0,9
1657,2018-09-23 18:27:00,27.0,24,8,10,2,7
1658,2018-09-23 18:01:00,27.0,24,10,6,2,2
1659,2018-09-23 16:49:00,18.0,24,10,2,0,2
1660,2018-09-23 15:35:00,19.0,14,6,1,0,0
1661,2018-09-23 15:00:00,10.0,14,10,6,2,4
1662,2018-09-23 14:38:00,15.0,24,10,10,2,3
1663,2018-09-23 14:15:00,18.0,14,1,1,2,6
1664,2018-09-23 14:10:00,18.0,14,3,6,2,6
1665,2018-09-23 13:30:00,18.0,14,3,2,2,6
1666,2018-09-23 13:11:00,5.0,24,8,1,0,5
1667,2018-09-23 12:34:00,18.0,24,1,13,2,7
1668,2018-09-23 12:25:00,19.0,14,6,10,2,9
1669,2018-09-23 11:22:00,9.0,24,9,10,2,0
1670,2018-09-23 10:37:00,18.0,24,8,1,3,0
1671,2018-09-23 09:50:00,18.0,14,8,1,0,2
1672,2018-09-23 06:52:00,15.0,24,10,10,2,7
1673,2018-09-23 05:55:00,9.0,24,10,3,2,3
1674,2018-09-22 21:38:00,18.0,24,3,9,0,1
1675,2018-09-22 18:35:00,15.0,14,6,10,2,7
1676,2018-09-22 17:44:00,19.0,2,6,1,0,0
1677,2018-09-22 17:03:00,18.0,2,10,1,0,2
1678,2018-09-22 16:30:00,9.0,14,3,1,0,3
1679,2018-09-22 16:05:00,19.0,2,10,1,4,9
1680,2018-09-22 15:39:00,9.0,2,6,1,0,4
1681,2018-09-22 14:15:00,18.0,14,1,1,0,6
1682,2018-09-22 13:55:00,19.0,14,6,1,0,5
1683,2018-09-22 13:40:00,18.0,10,3,9,2,3
1684,2018-09-22 13:25:00,27.0,2,1,2,2,9
1685,2018-09-22 13:25:00,18.0,14,8,1,0,6
1686,2018-09-22 13:00:00,27.0,10,8,1,0,3
1687,2018-09-22 12:53:00,9.0,0,8,1,3,0
1688,2018-09-22 12:30:00,9.0,14,6,10,2,3
1689,2018-09-22 12:29:00,18.0,24,3,2,0,6
1690,2018-09-22 12:00:00,19.0,12,5,10,2,7
1691,2018-09-22 11:55:00,19.0,14,10,10,2,7
1692,2018-09-22 10:55:00,11.0,14,6,11,2,1
1693,2018-09-22 10:08:00,27.0,2,6,2,2,1
1694,2018-09-22 10:03:00,27.0,2,6,2,0,1
1695,2018-09-22 09:57:00,27.0,2,6,1,0,6
1696,2018-09-22 09:54:00,15.0,2,8,10,4,3
1697,2018-09-22 09:53:00,15.0,2,5,10,4,3
1698,2018-09-22 09:53:00,15.0,2,8,10,4,3
1699,2018-09-22 09:52:00,15.0,2,4,10,4,3
1700,2018-09-22 09:52:00,15.0,2,10,10,4,6
1701,2018-09-22 09:49:00,9.0,2,6,1,0,9
1702,2018-09-22 09:45:00,27.0,14,8,1,0,2
1703,2018-09-22 08:33:00,18.0,24,3,10,2,3
1704,2018-09-22 08:31:00,18.0,24,10,10,2,7
1705,2018-09-22 08:30:00,18.0,24,5,10,2,7
1706,2018-09-22 07:25:00,18.0,14,10,10,2,7
1707,2018-09-22 01:34:00,19.0,24,5,1,0,9
1708,2018-09-22 00:48:00,15.0,24,1,2,2,9
1709,2018-09-21 23:36:00,19.0,4,10,1,0,0
1710,2018-09-21 22:50:00,15.0,14,5,10,2,1
1711,2018-09-21 21:07:00,20.0,24,4,10,2,0
1712,2018-09-21 20:00:00,18.0,24,6,10,2,7
1713,2018-09-21 19:17:00,18.0,24,8,10,2,7
1714,2018-09-21 19:00:00,18.0,14,5,10,2,7
1715,2018-09-21 19:00:00,18.0,14,1,1,0,9
1716,2018-09-21 18:45:00,18.0,14,6,1,0,6
1717,2018-09-21 18:18:00,19.0,2,4,1,0,7
1718,2018-09-21 18:00:00,18.0,14,8,1,0,7
1719,2018-09-21 17:55:00,27.0,14,4,6,2,3
1720,2018-09-21 17:41:00,9.0,14,5,1,0,9
1721,2018-09-21 16:55:00,18.0,14,6,6,2,3
1722,2018-09-21 16:45:00,10.0,14,4,10,2,1
1723,2018-09-21 16:05:00,9.0,14,10,6,2,7
